事故内容,事故内容区分,事故類型,事故類型区分,天候,天候区分,昼夜,昼夜区分,時間帯区分,曜日(発生年月日),曜日区分,死者数,発生日時　　分,発生日時　　年,発生日時　　日,発生日時　　時,発生日時　　月,発生日時（年月日）,発生日時（時間）,負傷者数,路線,路線コード,道路形状,道路形状区分,件数,経度,緯度
1,死亡,1,人対車両,1,晴,22,夜－夜,0-3時,2,月,1,11,2023,29,1,5,2023/5/29,1:11,0,,37000,14,単路－その他,1,138.3172461,34.87999806
1,死亡,41,車両単独,1,晴,12,昼－昼,12-15時,7,土,1,25,2023,2,14,9,2023/9/2,14:25,0,,99000,0,一般交通の場所,1,138.2878519,34.84472306
1,死亡,21,車両相互,3,雨,12,昼－昼,9-12時,4,水,1,54,2023,9,9,8,2023/8/9,9:54,2,,37000,7,交差点付近－その他,1,138.2786339,34.80816389
2,負傷,1,人対車両,1,晴,12,昼－昼,9-12時,1,日,0,11,2023,3,11,9,2023/9/3,11:11,1,,99000,0,一般交通の場所,1,138.2884839,34.85309611
2,負傷,1,人対車両,1,晴,12,昼－昼,9-12時,1,日,0,39,2023,5,9,2,2023/2/5,9:39,1,,37000,1,交差点－その他,1,138.3101881,34.84236889
2,負傷,1,人対車両,1,晴,12,昼－昼,15-18時,1,日,0,3,2023,2,15,7,2023/7/2,15:3,1,,37000,1,交差点－その他,1,138.2894639,34.86368
2,負傷,1,人対車両,1,晴,12,昼－昼,6-9時,2,月,0,5,2023,10,8,4,2023/4/10,8:5,1,,99000,0,一般交通の場所,1,138.2963311,34.87510806
2,負傷,1,人対車両,1,晴,12,昼－昼,9-12時,2,月,0,35,2023,19,11,6,2023/6/19,11:35,1,,99000,0,一般交通の場所,1,138.2885111,34.855195
2,負傷,1,人対車両,1,晴,12,昼－昼,9-12時,2,月,0,37,2023,4,10,9,2023/9/4,10:37,1,,24160,1,交差点－その他,1,138.3202639,34.866585
2,負傷,1,人対車両,1,晴,12,昼－昼,12-15時,2,月,0,49,2023,1,13,5,2023/5/1,13:49,1,,37000,14,単路－その他,1,138.3067239,34.8707
2,負傷,1,人対車両,1,晴,12,昼－昼,12-15時,2,月,0,47,2023,22,13,5,2023/5/22,13:47,1,,37000,14,単路－その他,1,138.29244,34.85000111
2,負傷,1,人対車両,1,晴,12,昼－昼,9-12時,2,月,0,10,2023,13,11,11,2023/11/13,11:10,1,,37000,14,単路－その他,1,138.2812919,34.86910111
2,負傷,1,人対車両,1,晴,12,昼－昼,9-12時,3,火,0,36,2023,4,11,4,2023/4/4,11:36,1,,99000,0,一般交通の場所,1,138.2881269,34.85318306
2,負傷,1,人対車両,1,晴,12,昼－昼,15-18時,3,火,0,5,2023,3,15,10,2023/10/3,15:5,1,主要地方道－市道,1500,1,交差点－その他,1,138.2880439,34.82243389
2,負傷,1,人対車両,1,晴,12,昼－昼,12-15時,3,火,0,19,2023,5,14,9,2023/9/5,14:19,1,,37000,14,単路－その他,1,138.3180681,34.87166889
2,負傷,1,人対車両,1,晴,12,昼－昼,6-9時,4,水,0,26,2023,13,8,12,2023/12/13,8:26,1,,37000,13,単路－カーブ・屈折,1,138.2876439,34.86035111
2,負傷,1,人対車両,1,晴,12,昼－昼,12-15時,4,水,0,30,2023,10,14,5,2023/5/10,14:30,1,,37000,14,単路－その他,1,138.3156611,34.85032889
2,負傷,1,人対車両,1,晴,12,昼－昼,6-9時,4,水,0,45,2023,21,8,6,2023/6/21,8:45,1,,37000,14,単路－その他,1,138.311145,34.85770389
2,負傷,1,人対車両,1,晴,12,昼－昼,15-18時,5,木,0,55,2023,13,16,4,2023/4/13,16:55,1,,99000,0,一般交通の場所,1,138.3097811,34.86387806
2,負傷,1,人対車両,1,晴,12,昼－昼,6-9時,5,木,0,20,2023,6,6,7,2023/7/6,6:20,1,,99000,0,一般交通の場所,1,138.3161489,34.86661806
2,負傷,1,人対車両,1,晴,12,昼－昼,12-15時,5,木,0,25,2023,20,14,7,2023/7/20,14:25,1,,10310,14,単路－その他,1,138.3182461,34.83066306
2,負傷,1,人対車両,1,晴,12,昼－昼,12-15時,6,金,0,10,2023,25,12,8,2023/8/25,12:10,1,,99000,0,一般交通の場所,1,138.29417,34.89605111
2,負傷,1,人対車両,1,晴,12,昼－昼,6-9時,6,金,0,25,2023,21,6,4,2023/4/21,6:25,1,,37000,1,交差点－その他,1,138.3171289,34.857635
2,負傷,1,人対車両,1,晴,12,昼－昼,15-18時,6,金,0,5,2023,29,15,12,2023/12/29,15:5,1,,37000,1,交差点－その他,1,138.3123439,34.84291
2,負傷,1,人対車両,1,晴,12,昼－昼,15-18時,6,金,0,55,2023,10,15,3,2023/3/10,15:55,1,,10300,14,単路－その他,1,138.304935,34.87061611
2,負傷,1,人対車両,1,晴,12,昼－昼,9-12時,7,土,0,40,2023,28,9,10,2023/10/28,9:40,1,,37000,1,交差点－その他,1,138.3126461,34.84722611
2,負傷,1,人対車両,1,晴,13,昼－暮,18-21時,1,日,0,51,2023,16,18,7,2023/7/16,18:51,1,,37000,0,一般交通の場所,1,138.3161319,34.86668
