original_name,display_name,label_flag
SEQNO,SEQNO
分類,分類
大_管種,大_管種
詳_管種,小_管種
口径,口径
管路延,管路延長
竣工年,竣工年度
配水区,工事ＮＯ
Shape_Length,Shape_Length
