事故内容,事故内容区分,事故類型,事故類型区分,天候,天候区分,昼夜,昼夜区分,時間帯区分,曜日(発生年月日),曜日区分,死者数,発生日時　　分,発生日時　　年,発生日時　　日,発生日時　　時,発生日時　　月,発生日時（年月日）,発生日時（時間）,負傷者数,路線,路線コード,道路形状,道路形状区分,件数,経度,緯度
2,負傷,21,車両相互,2,曇,12,昼－昼,12-15時,2,月,0,01,2020,03,12,02,2020-02-03,12:01,3,一般国道（国道番号）,150,14,単路－その他,1,138.3048611,34.8774166
2,負傷,21,車両相互,1,晴,13,昼－暮,15-18時,1,日,0,55,2020,02,16,02,2020-02-02,16:55,1,一般都道府県道,2416,14,単路－その他,1,138.318,34.8455833
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,6,金,0,18,2020,31,09,01,2020-01-31,09:18,1,一般市町村道,3700,14,単路－その他,1,138.3141388,34.8626944
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,4,水,0,07,2020,05,09,02,2020-02-05,09:07,1,一般市町村道,3700,1,交差点－その他,1,138.3091666,34.8626388
2,負傷,21,車両相互,1,晴,13,昼－暮,15-18時,4,水,0,38,2020,05,16,02,2020-02-05,16:38,3,主要地方道－都道府県道,1081,14,単路－その他,1,138.2990555,34.8833333
2,負傷,21,車両相互,1,晴,13,昼－暮,15-18時,4,水,0,50,2020,05,16,02,2020-02-05,16:50,1,一般国道（国道番号）,150,1,交差点－その他,1,138.3009444,34.8854444
2,負傷,21,車両相互,1,晴,12,昼－昼,6-9時,1,日,0,15,2020,19,08,01,2020-01-19,08:15,1,一般市町村道,3700,1,交差点－その他,1,138.2813055,34.8332222
2,負傷,21,車両相互,2,曇,22,夜－夜,18-21時,7,土,0,45,2020,25,18,01,2020-01-25,18:45,1,一般市町村道,3700,1,交差点－その他,1,138.3093055,34.8602777
2,負傷,21,車両相互,2,曇,12,昼－昼,15-18時,3,火,0,15,2020,28,15,01,2020-01-28,15:15,1,一般市町村道,3700,14,単路－その他,1,138.3093333,34.8646944
2,負傷,21,車両相互,1,晴,22,夜－夜,18-21時,5,木,0,07,2020,06,19,02,2020-02-06,19:07,3,一般都道府県道,2416,14,単路－その他,1,138.3015833,34.8303055
2,負傷,21,車両相互,1,晴,12,昼－昼,15-18時,6,金,0,25,2020,07,15,02,2020-02-07,15:25,1,一般市町村道,3700,1,交差点－その他,1,138.2941666,34.8699166
2,負傷,21,車両相互,1,晴,13,昼－暮,15-18時,6,金,0,08,2020,07,17,02,2020-02-07,17:08,1,一般市町村道,3700,14,単路－その他,1,138.2875555,34.8076111
2,負傷,21,車両相互,1,晴,13,昼－暮,15-18時,7,土,0,43,2020,01,16,02,2020-02-01,16:43,2,主要地方道－都道府県道,1081,7,交差点付近－その他,1,138.3135277,34.8726666
2,負傷,21,車両相互,1,晴,12,昼－昼,12-15時,3,火,0,12,2020,04,12,02,2020-02-04,12:12,1,一般市町村道,3700,7,交差点付近－その他,1,138.3276388,34.8801388
2,負傷,21,車両相互,1,晴,22,夜－夜,0-3時,7,土,0,45,2020,08,00,02,2020-02-08,00:45,1,一般国道（国道番号）,150,1,交差点－その他,1,138.2664166,34.8050277
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,7,土,0,46,2020,08,10,02,2020-02-08,10:46,1,一般市町村道,3700,7,交差点付近－その他,1,138.3073055,34.8621666
2,負傷,21,車両相互,1,晴,12,昼－昼,12-15時,7,土,0,44,2020,08,14,02,2020-02-08,14:44,1,一般国道（国道番号）,150,14,単路－その他,1,138.3225833,34.88425
2,負傷,21,車両相互,1,晴,12,昼－昼,6-9時,3,火,0,49,2020,04,07,02,2020-02-04,07:49,2,一般市町村道,3700,1,交差点－その他,1,138.293,34.7923055
2,負傷,21,車両相互,1,晴,22,夜－夜,18-21時,5,木,0,53,2020,09,18,01,2020-01-09,18:53,1,一般市町村道,3700,14,単路－その他,1,138.2986944,34.8575277
2,負傷,21,車両相互,1,晴,12,昼－昼,6-9時,2,月,0,50,2020,10,08,02,2020-02-10,08:50,2,一般市町村道,3700,1,交差点－その他,1,138.2949722,34.8203055
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,1,日,0,20,2020,09,09,02,2020-02-09,09:20,1,一般市町村道,3700,7,交差点付近－その他,1,138.2669722,34.8159722
2,負傷,21,車両相互,1,晴,12,昼－昼,6-9時,3,火,0,10,2020,04,08,02,2020-02-04,08:10,1,一般市町村道,3700,1,交差点－その他,1,138.2849722,34.8527222
2,負傷,21,車両相互,1,晴,12,昼－昼,12-15時,2,月,0,00,2020,10,14,02,2020-02-10,14:00,2,主要地方道－都道府県道,1033,1,交差点－その他,1,138.2790277,34.8161111
2,負傷,1,人対車両,1,晴,13,昼－暮,15-18時,2,月,0,09,2020,10,17,02,2020-02-10,17:09,1,一般市町村道,3700,1,交差点－その他,1,138.30425,34.8538333
2,負傷,21,車両相互,1,晴,13,昼－暮,15-18時,5,木,0,32,2020,13,16,02,2020-02-13,16:32,2,一般市町村道,3700,31,交差点－環状交差点,1,138.3009722,34.8920555
2,負傷,21,車両相互,1,晴,22,夜－夜,18-21時,5,木,0,48,2020,13,20,02,2020-02-13,20:48,1,一般国道（国道番号）,150,11,単路－トンネル,1,138.3399722,34.9024722
1,死亡,41,車両単独,1,晴,21,夜－暮,18-21時,2,月,1,34,2020,08,19,06,2020-06-08,19:34,0,一般都道府県道,2416,14,単路－その他,1,138.3194444,34.8632777
2,負傷,1,人対車両,1,晴,11,昼－明,6-9時,4,水,0,00,2020,28,07,10,2020-10-28,07:00,1,一般市町村道,3700,1,交差点－その他,1,138.3251388,34.8320555
2,負傷,1,人対車両,1,晴,11,昼－明,6-9時,7,土,0,37,2020,28,06,11,2020-11-28,06:37,1,一般都道府県道,2416,1,交差点－その他,1,138.3300277,34.8798333
2,負傷,1,人対車両,1,晴,12,昼－昼,6-9時,2,月,0,35,2020,09,07,03,2020-03-09,07:35,1,一般市町村道,3700,1,交差点－その他,1,138.3245555,34.8511944
2,負傷,1,人対車両,1,晴,12,昼－昼,6-9時,2,月,0,24,2020,29,07,06,2020-06-29,07:24,1,一般都道府県道,2224,1,交差点－その他,1,138.2871666,34.862
2,負傷,1,人対車両,1,晴,12,昼－昼,15-18時,2,月,0,30,2020,10,16,08,2020-08-10,16:30,1,一般国道（国道番号）,150,14,単路－その他,1,138.2726111,34.8102777
2,負傷,1,人対車両,1,晴,12,昼－昼,9-12時,2,月,0,21,2020,07,09,12,2020-12-07,09:21,1,一般市町村道,3700,14,単路－その他,1,138.2835833,34.85375
2,負傷,1,人対車両,1,晴,12,昼－昼,6-9時,4,水,0,20,2020,11,07,03,2020-03-11,07:20,1,一般都道府県道,2222,1,交差点－その他,1,138.3162222,34.8637222
2,負傷,1,人対車両,1,晴,12,昼－昼,12-15時,4,水,0,05,2020,18,12,11,2020-11-18,12:05,1,一般都道府県道,2224,1,交差点－その他,1,138.2880555,34.8592777
2,負傷,1,人対車両,1,晴,12,昼－昼,15-18時,4,水,0,25,2020,15,16,04,2020-04-15,16:25,1,一般市町村道,3700,14,単路－その他,1,138.3067777,34.8098888
2,負傷,1,人対車両,1,晴,12,昼－昼,6-9時,5,木,0,00,2020,30,08,04,2020-04-30,08:00,1,一般の交通の用に供するその他の道路,9900,0,一般交通の場所,1,138.3175833,34.8434444
2,負傷,1,人対車両,1,晴,12,昼－昼,12-15時,5,木,0,42,2020,17,14,12,2020-12-17,14:42,1,一般市町村道,3700,14,単路－その他,1,138.3068888,34.8668888
2,負傷,1,人対車両,1,晴,12,昼－昼,15-18時,6,金,0,10,2020,21,15,08,2020-08-21,15:10,1,一般の交通の用に供するその他の道路,9900,0,一般交通の場所,1,138.2984444,34.8683055
2,負傷,1,人対車両,1,晴,12,昼－昼,12-15時,6,金,0,11,2020,13,14,11,2020-11-13,14:11,1,一般の交通の用に供するその他の道路,9900,0,一般交通の場所,1,138.303,34.8773888
2,負傷,1,人対車両,1,晴,12,昼－昼,15-18時,7,土,0,30,2020,07,15,03,2020-03-07,15:30,1,主要地方道－都道府県道,1081,1,交差点－その他,1,138.3120555,34.8766111
2,負傷,1,人対車両,1,晴,12,昼－昼,9-12時,7,土,0,34,2020,31,10,10,2020-10-31,10:34,1,一般市町村道,3700,1,交差点－その他,1,138.2886944,34.8680833
2,負傷,1,人対車両,1,晴,12,昼－昼,15-18時,7,土,0,08,2020,29,17,08,2020-08-29,17:08,1,一般市町村道,3700,14,単路－その他,1,138.3346111,34.8358888
2,負傷,1,人対車両,1,晴,21,夜－暮,15-18時,1,日,0,14,2020,01,17,11,2020-11-01,17:14,1,一般市町村道,3700,14,単路－その他,1,138.3306666,34.8883055
2,負傷,1,人対車両,1,晴,21,夜－暮,15-18時,2,月,0,40,2020,26,17,10,2020-10-26,17:40,2,一般市町村道,3700,14,単路－その他,1,138.3136388,34.85425
2,負傷,1,人対車両,1,晴,21,夜－暮,15-18時,3,火,0,20,2020,10,17,11,2020-11-10,17:20,1,一般市町村道,3700,14,単路－その他,1,138.3221111,34.8250277
2,負傷,1,人対車両,1,晴,21,夜－暮,18-21時,5,木,0,05,2020,13,19,08,2020-08-13,19:05,1,一般市町村道,3700,14,単路－その他,1,138.3107777,34.8574166
2,負傷,1,人対車両,1,晴,21,夜－暮,18-21時,5,木,0,06,2020,21,19,05,2020-05-21,19:06,2,一般都道府県道,2222,1,交差点－その他,1,138.3086388,34.8639722
2,負傷,1,人対車両,1,晴,21,夜－暮,18-21時,6,金,0,11,2020,08,19,05,2020-05-08,19:11,1,一般市町村道,3700,14,単路－その他,1,138.3150833,34.8373888
2,負傷,1,人対車両,1,晴,22,夜－夜,18-21時,3,火,0,26,2020,08,19,12,2020-12-08,19:26,1,主要地方道－都道府県道,1081,1,交差点－その他,1,138.3157777,34.8685277
2,負傷,1,人対車両,1,晴,22,夜－夜,18-21時,5,木,0,10,2020,17,19,12,2020-12-17,19:10,1,一般市町村道,3700,1,交差点－その他,1,138.3206944,34.8736388
2,負傷,1,人対車両,1,晴,22,夜－夜,18-21時,6,金,0,35,2020,01,19,05,2020-05-01,19:35,1,主要地方道－都道府県道,1030,1,交差点－その他,1,138.30675,34.8704166
2,負傷,1,人対車両,1,晴,22,夜－夜,18-21時,6,金,0,40,2020,02,19,10,2020-10-02,19:40,1,一般市町村道,3700,1,交差点－その他,1,138.30125,34.857
2,負傷,21,車両相互,1,晴,11,昼－明,6-9時,2,月,0,42,2020,12,06,10,2020-10-12,06:42,1,一般市町村道,3700,1,交差点－その他,1,138.2908055,34.83625
2,負傷,21,車両相互,1,晴,11,昼－明,6-9時,2,月,0,12,2020,07,07,12,2020-12-07,07:12,1,一般国道（国道番号）,150,14,単路－その他,1,138.2829444,34.8193611
2,負傷,21,車両相互,1,晴,11,昼－明,6-9時,2,月,0,30,2020,12,06,10,2020-10-12,06:30,2,一般市町村道,3700,1,交差点－その他,1,138.2862222,34.8585277
2,負傷,21,車両相互,1,晴,11,昼－明,6-9時,3,火,0,32,2020,01,07,12,2020-12-01,07:32,1,一般市町村道,3700,14,単路－その他,1,138.3100833,34.8564722
2,負傷,21,車両相互,1,晴,11,昼－明,6-9時,4,水,0,05,2020,11,07,11,2020-11-11,07:05,1,一般国道（国道番号）,150,1,交差点－その他,1,138.3009444,34.8604444
2,負傷,21,車両相互,1,晴,11,昼－明,6-9時,5,木,0,40,2020,10,07,12,2020-12-10,07:40,1,一般国道（国道番号）,150,1,交差点－その他,1,138.2994444,34.8685833
2,負傷,21,車両相互,1,晴,11,昼－明,6-9時,5,木,0,15,2020,03,07,12,2020-12-03,07:15,1,一般都道府県道,2226,1,交差点－その他,1,138.2906944,34.8395
2,負傷,21,車両相互,1,晴,11,昼－明,6-9時,5,木,0,27,2020,26,07,11,2020-11-26,07:27,1,一般都道府県道,2227,14,単路－その他,1,138.2989444,34.7831388
2,負傷,21,車両相互,1,晴,11,昼－明,6-9時,5,木,0,00,2020,24,07,12,2020-12-24,07:00,1,一般国道（国道番号）,150,14,単路－その他,1,138.28175,34.8182777
2,負傷,21,車両相互,1,晴,11,昼－明,6-9時,5,木,0,39,2020,24,07,12,2020-12-24,07:39,2,一般市町村道,3700,1,交差点－その他,1,138.3064444,34.87225
2,負傷,21,車両相互,1,晴,11,昼－明,6-9時,6,金,0,30,2020,25,06,09,2020-09-25,06:30,1,一般都道府県道,2227,14,単路－その他,1,138.2818055,34.8128333
2,負傷,21,車両相互,1,晴,11,昼－明,6-9時,6,金,0,29,2020,18,07,12,2020-12-18,07:29,1,一般市町村道,3700,14,単路－その他,1,138.2932222,34.8080833
2,負傷,21,車両相互,1,晴,11,昼－明,6-9時,6,金,0,18,2020,06,06,11,2020-11-06,06:18,2,一般国道（国道番号）,150,14,単路－その他,1,138.2653611,34.8040555
2,負傷,21,車両相互,1,晴,12,昼－昼,6-9時,1,日,0,20,2020,06,08,09,2020-09-06,08:20,1,一般の交通の用に供するその他の道路,9900,0,一般交通の場所,1,138.29325,34.84275
2,負傷,21,車両相互,1,晴,12,昼－昼,6-9時,1,日,0,30,2020,11,07,10,2020-10-11,07:30,1,一般の交通の用に供するその他の道路,9900,0,一般交通の場所,1,138.3131666,34.8374722
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,1,日,0,13,2020,31,09,05,2020-05-31,09:13,1,一般市町村道,3700,1,交差点－その他,1,138.3061944,34.87975
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,1,日,0,15,2020,07,10,06,2020-06-07,10:15,1,一般市町村道,3700,1,交差点－その他,1,138.3056111,34.8470555
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,1,日,0,08,2020,09,09,08,2020-08-09,09:08,1,一般市町村道,3700,1,交差点－その他,1,138.2806666,34.8208055
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,1,日,0,44,2020,30,09,08,2020-08-30,09:44,1,一般市町村道,3700,1,交差点－その他,1,138.3044166,34.8412777
2,負傷,21,車両相互,1,晴,12,昼－昼,6-9時,1,日,0,25,2020,18,08,10,2020-10-18,08:25,1,一般国道（国道番号）,150,1,交差点－その他,1,138.3108888,34.8788055
2,負傷,21,車両相互,1,晴,12,昼－昼,12-15時,1,日,0,50,2020,15,13,11,2020-11-15,13:50,1,一般都道府県道,2222,1,交差点－その他,1,138.3088611,34.8639722
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,1,日,0,18,2020,13,11,12,2020-12-13,11:18,1,一般国道（国道番号）,150,1,交差点－その他,1,138.3006111,34.8334722
2,負傷,21,車両相互,1,晴,12,昼－昼,12-15時,1,日,0,17,2020,06,14,12,2020-12-06,14:17,1,一般市町村道,3700,1,交差点－その他,1,138.3113333,34.8387777
