ID,学区,学区No.,学区ごとNo,URL,経度,緯度
230,焼津西,3,69,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3137692,34.87299757
231,焼津西,3,70,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.313062,34.87253925
232,焼津西,3,71,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3123764,34.8762792
233,焼津西,3,72,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3140921,34.87458838
234,焼津西,3,73,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3121661,34.87258528
235,焼津西,3,74,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3131245,34.87319337
236,焼津西,3,75,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2993017,34.8883856
237,焼津西,3,76,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2997967,34.88856085
238,焼津西,3,77,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3007848,34.88786923
239,焼津西,3,78,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3010006,34.88774473
240,焼津西,3,79,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2932806,34.88210115
241,焼津西,3,80,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2955564,34.87974697
242,焼津西,3,81,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.297182,34.88599729
243,焼津西,3,82,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.300509,34.88608672
244,焼津西,3,83,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3072483,34.88161701
245,焼津西,3,84,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3063726,34.88216147
246,焼津西,3,85,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.303032,34.8855064
247,焼津西,3,86,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3059862,34.88224199
248,焼津西,3,87,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.304607,34.8832828
249,焼津西,3,88,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3115903,34.87864502
250,焼津西,3,89,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.308214,34.88247973
251,焼津西,3,90,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3078632,34.88165981
252,焼津西,3,91,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3116075,34.87949425
253,焼津南,4,1,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3237983,34.8587309
254,焼津南,4,2,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3240872,34.85757641
255,焼津南,4,3,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3230386,34.85599196
256,焼津南,4,4,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3105417,34.86473699
257,焼津南,4,5,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3099181,34.8645514
258,焼津南,4,6,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3124209,34.86380479
259,焼津南,4,7,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3153617,34.85964953
260,焼津南,4,8,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3147961,34.85928726
261,焼津南,4,9,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3103,34.86162836
262,焼津南,4,10,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3116542,34.86060087
263,焼津南,4,11,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3093962,34.86101366
264,焼津南,4,12,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3059403,34.85977369
265,焼津南,4,13,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3077409,34.85936953
266,焼津南,4,14,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.308327,34.85929365
267,焼津南,4,15,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3074864,34.85846592
268,焼津南,4,16,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3093462,34.86061585
269,焼津南,4,17,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3204606,34.86353728
270,焼津南,4,18,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3196417,34.85990369
271,焼津南,4,19,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3198875,34.86293532
272,焼津南,4,20,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3215058,34.86337502
273,焼津南,4,21,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3187856,34.86025895
274,焼津南,4,22,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3227148,34.86079924
275,焼津南,4,23,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3217262,34.85960368
276,焼津南,4,24,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3217847,34.86074091
277,焼津南,4,25,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3215394,34.86057476
278,焼津南,4,26,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3219489,34.86300056
279,焼津南,4,27,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3232811,34.86027116
280,焼津南,4,28,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3220978,34.86054087
281,焼津南,4,29,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3210534,34.85947504
282,焼津南,4,30,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3216981,34.86262724
284,焼津南,4,32,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.322714,34.86174139
285,焼津南,4,33,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3216119,34.86199815
286,焼津南,4,34,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3217861,34.86054447
287,焼津南,4,35,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3224528,34.85970976
289,焼津南,4,37,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3208192,34.86016001
290,焼津南,4,38,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.316097,34.86286086
292,焼津南,4,40,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3176662,34.86414064
293,焼津南,4,41,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3185525,34.86338868
294,焼津南,4,42,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3191923,34.86342533
295,焼津南,4,43,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3146534,34.86254369
296,焼津南,4,44,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.315149,34.86402893
297,焼津南,4,45,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3149786,34.86160339
298,焼津南,4,46,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3139461,34.86186198
299,焼津南,4,47,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3172034,34.86242395
300,焼津南,4,48,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3167587,34.86359811
301,焼津南,4,49,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3121067,34.86266112
302,豊田,5,1,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2859948,34.8541581
303,豊田,5,2,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2857631,34.852967
304,豊田,5,3,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2890128,34.85201259
305,豊田,5,4,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2899523,34.85331976
306,豊田,5,5,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2899523,34.85331976
307,豊田,5,6,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2860668,34.85576342
308,豊田,5,7,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2883625,34.85601697
309,豊田,5,8,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2884934,34.85437838
310,豊田,5,9,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2894425,34.85797446
311,豊田,5,10,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2866992,34.85946255
312,豊田,5,11,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2871876,34.85922397
313,豊田,5,12,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2903345,34.8589662
314,豊田,5,13,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2913181,34.85901368
315,豊田,5,14,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2884437,34.85985369
316,豊田,5,15,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2916923,34.85999254
317,豊田,5,16,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.289125,34.85888117
318,豊田,5,17,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2873489,34.86193197
319,豊田,5,18,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2863889,34.86097786
320,豊田,5,19,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2864725,34.86215671
321,豊田,5,20,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.289052,34.86210117
322,豊田,5,21,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2856292,34.86154897
323,豊田,5,22,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.288062,34.86105002
324,豊田,5,23,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2851078,34.85994926
325,豊田,5,24,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2916897,34.86409811
326,豊田,5,25,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2910948,34.86236117
327,豊田,5,26,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2912526,34.8635698
328,豊田,5,27,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2931345,34.86364586
329,豊田,5,28,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3005103,34.86227728
330,豊田,5,29,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2976375,34.86282893
331,豊田,5,30,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.298915,34.86379754
332,豊田,5,31,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2944212,34.85814173
333,豊田,5,32,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2947414,34.85706507
334,豊田,5,33,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2942992,34.85930508
335,豊田,5,34,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2930961,34.86079032
337,豊田,5,36,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2957534,34.86053203
338,豊田,5,37,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2979904,34.85942503
339,豊田,5,38,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2938443,34.86883641
340,豊田,5,39,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2947692,34.86988064
341,豊田,5,40,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2986242,34.86823979
342,豊田,5,41,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2960312,34.86866557
343,豊田,5,42,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2836184,34.86560005
344,豊田,5,43,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2826492,34.86378028
345,豊田,5,44,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2846167,34.86524781
346,豊田,5,45,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2886298,34.86841421
347,豊田,5,46,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2856973,34.86777254
348,豊田,5,47,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2853712,34.86383028
349,豊田,5,48,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2875528,34.86267642
350,豊田,5,49,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.286062,34.86314889
351,豊田,5,50,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2903492,34.8644756
352,豊田,5,51,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2893048,34.86549311
353,豊田,5,52,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2886628,34.86635752
354,豊田,5,53,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2880745,34.86542616
355,豊田,5,54,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2964612,34.86607973
356,豊田,5,55,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2973381,34.86615341
357,豊田,5,56,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3002659,34.86611254
358,豊田,5,57,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2971287,34.86551723
359,豊田,5,58,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2917611,34.86705449
360,豊田,5,59,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2947639,34.86236309
361,小川,6,1,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3138531,34.85719869
362,小川,6,2,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3138409,34.85792392
363,小川,6,3,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.320467,34.85324531
364,小川,6,4,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3174223,34.85323473
365,小川,6,5,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3176846,34.85302923
366,小川,6,6,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3153539,34.85477947
367,小川,6,7,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.311505,34.85556806
368,小川,6,8,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3092226,34.85524645
369,小川,6,9,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3093856,34.85610835
370,小川,6,10,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3110184,34.85281062
371,小川,6,11,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3057876,34.85369252
372,小川,6,12,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3046559,34.85200726
373,小川,6,13,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3067739,34.85433397
374,小川,6,14,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3054209,34.8547309
375,小川,6,15,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3067837,34.85341004
376,小川,6,16,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3081386,34.85504921
377,小川,6,17,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3119036,34.85134644
378,小川,6,18,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3102614,34.85110752
379,小川,6,19,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3105683,34.85040979
380,小川,6,20,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3124151,34.85101449
381,小川,6,21,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3091078,34.85062981
382,小川,6,22,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3091443,34.84711449
383,小川,6,23,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3101389,34.84850615
384,小川,6,24,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3108098,34.84889394
385,小川,6,25,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3089112,34.84652139
386,小川,6,26,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.309187,34.84680508
387,小川,6,27,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3075578,34.85029751
388,小川,6,28,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3080545,34.84928367
389,小川,6,29,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3210232,34.85742536
390,小川,6,30,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3217036,34.85747423
391,小川,6,31,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3219253,34.85548279
392,小川,6,32,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3207075,34.85641396
393,小川,6,33,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3191183,34.85678537
394,小川,6,34,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3188728,34.85604424
395,小川,6,35,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3183998,34.85538869
397,小川,6,37,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3199697,34.85015948
398,小川,6,38,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3243126,34.84735641
400,小川,6,40,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3110089,34.85270784
401,小川,6,41,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3127979,34.8432203
403,大富,7,2,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.29322,34.82889312
404,大富,7,3,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2950897,34.82919279
405,大富,7,4,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.287217,34.83063591
407,大富,7,6,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2903834,34.82989092
408,大富,7,7,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2857273,34.82926672
409,大富,7,8,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2889706,34.83141867
410,大富,7,9,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2892398,34.82919253
411,大富,7,10,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2907842,34.83036119
412,大富,7,11,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2961904,34.83725339
413,大富,7,12,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2962454,34.83685673
414,大富,7,13,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2994417,34.83678253
415,大富,7,14,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2972512,34.8388564
416,大富,7,15,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2939045,34.83183587
417,大富,7,16,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2925408,34.8350509
418,大富,7,17,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.294055,34.83236702
420,大富,7,19,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2954445,34.83791419
421,大富,7,20,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2954522,34.8374292
422,大富,7,21,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2950584,34.83633836
423,大富,7,22,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2938545,34.83738558
424,大富,7,23,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2928217,34.83727898
425,大富,7,24,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2935872,34.83603892
426,大富,7,25,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2980676,34.83995037
427,大富,7,26,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2830903,34.83666531
428,大富,7,27,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2831058,34.83610975
429,大富,7,28,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2795251,34.83885729
430,大富,7,29,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.281354,34.8345217
431,大富,7,30,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2833798,34.83551336
432,大富,7,31,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2818926,34.83515281
433,大富,7,32,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2833607,34.83500362
434,大富,7,33,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2832436,34.83317977
435,大富,7,34,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2816075,34.83439756
436,大富,7,35,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2808053,34.83515284
437,大富,7,36,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2795014,34.83461256
438,大富,7,37,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2802336,34.83464868
439,大富,7,38,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2808815,34.83427086
440,大富,7,39,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2820112,34.83369647
441,大富,7,40,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2812981,34.8339862
442,大富,7,41,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2850225,34.83084445
443,大富,7,42,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2836812,34.83284619
444,大富,7,43,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2856825,34.8342292
445,大富,7,44,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2852445,34.83840425
446,大富,7,45,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2873989,34.83581975
447,大富,7,46,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2829934,34.83793724
448,大富,7,47,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.290759,34.83995586
449,大富,7,48,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2893498,34.83989646
450,大富,7,49,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2891104,34.84010203
451,大富,7,50,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2922848,34.84215173
452,大富,7,51,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.2957076,34.83944754
453,大富,7,52,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3083267,34.84016809
454,大富,7,53,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.30649,34.84033836
455,大富,7,54,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3027648,34.84001703
456,大富,7,55,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3009059,34.84026056
457,大富,7,56,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3042103,34.84011393
459,大富,7,58,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3072167,34.83452008
460,大富,7,59,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3085347,34.83607229
461,大富,7,60,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3027469,34.83623865
462,大富,7,61,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3022026,34.83621785
463,大富,7,62,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3080082,34.83631279
464,大富,7,63,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3052978,34.83616812
465,大富,7,64,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.300325,34.83429035
466,大富,7,65,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3054662,34.83148701
467,大富,7,66,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3028154,34.83166809
468,大富,7,67,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3010825,34.83331726
469,大富,7,68,https://www.city.yaizu.lg.jp/child-edu/youth/kyoiku/mamoruie.html,138.3020481,34.83452558
