original_name,display_name,label_flag
土のうステーション置き場,名称,
住所,所在地,
問合せ先,連絡先名称,
問合せ先電話番号,連絡先電話番号,
問合せについて,連絡先備考,
利用方法,利用方法,
利用上の注意,利用上の注意,
