都道府県,都道府県コード,市区町村,市区町村コード,緯度,経度,イベント,発生件数,リンク
静岡県,22,焼津市,212,34.84998,138.317777,急ブレーキ,1,"https://www.google.com/maps?q=34.84998,138.317777"
静岡県,22,焼津市,212,34.850518,138.289169,急ブレーキ,1,"https://www.google.com/maps?q=34.850518,138.28916899"
静岡県,22,焼津市,212,34.86079199,138.287129,急ブレーキ,1,"https://www.google.com/maps?q=34.86079199,138.287129"
静岡県,22,焼津市,212,34.86385099,138.315075,急ブレーキ,1,"https://www.google.com/maps?q=34.86385099,138.315075"
静岡県,22,焼津市,212,34.857037,138.300704,急ブレーキ,2,"https://www.google.com/maps?q=34.857037,138.300704"
静岡県,22,焼津市,212,34.882285,138.319966,急ブレーキ,1,"https://www.google.com/maps?q=34.882285,138.319966"
静岡県,22,焼津市,212,34.869074,138.323767,急ブレーキ,2,"https://www.google.com/maps?q=34.869074,138.323767"
静岡県,22,焼津市,212,34.880876,138.305406,急ブレーキ,1,"https://www.google.com/maps?q=34.880876,138.305406"
静岡県,22,焼津市,212,34.80345899,138.301145,急ブレーキ,1,"https://www.google.com/maps?q=34.80345899,138.301145"
静岡県,22,焼津市,212,34.865484,138.28313,急ブレーキ,1,"https://www.google.com/maps?q=34.865484,138.28313"
静岡県,22,焼津市,212,34.877747,138.30584,急ブレーキ,1,"https://www.google.com/maps?q=34.877747,138.30583999"
静岡県,22,焼津市,212,34.80576099,138.278727,急ブレーキ,1,"https://www.google.com/maps?q=34.80576099,138.278727"
静岡県,22,焼津市,212,34.86951899,138.321897,急ブレーキ,1,"https://www.google.com/maps?q=34.86951899,138.321897"
静岡県,22,焼津市,212,34.866736,138.326416,急ブレーキ,2,"https://www.google.com/maps?q=34.866736,138.326416"
静岡県,22,焼津市,212,34.88991999,138.331761,急ブレーキ,1,"https://www.google.com/maps?q=34.88991999,138.331761"
静岡県,22,焼津市,212,34.85893699,138.288249,急ブレーキ,1,"https://www.google.com/maps?q=34.85893699,138.288249"
静岡県,22,焼津市,212,34.873154,138.325971,急ブレーキ,1,"https://www.google.com/maps?q=34.873154,138.325971"
静岡県,22,焼津市,212,34.867455,138.32486,急ブレーキ,4,"https://www.google.com/maps?q=34.867455,138.32486"
静岡県,22,焼津市,212,34.873871,138.323729,急ブレーキ,1,"https://www.google.com/maps?q=34.873871,138.32372899"
静岡県,22,焼津市,212,34.85857699,138.286852,急ブレーキ,1,"https://www.google.com/maps?q=34.85857699,138.286852"
静岡県,22,焼津市,212,34.8491,138.32268,急ブレーキ,1,"https://www.google.com/maps?q=34.8491,138.32268"
静岡県,22,焼津市,212,34.818863,138.309106,急ブレーキ,1,"https://www.google.com/maps?q=34.818863,138.309106"
静岡県,22,焼津市,212,34.799477,138.303987,急ブレーキ,1,"https://www.google.com/maps?q=34.799477,138.303987"
