original_name,display_name,label_flag
イベント名,イベント名,1
イベントジャンル,ジャンル,
説明,説明,
コンテンツURL,URL,
開始日,開始日,
終了日,終了日,
開始時間,開始時間,
終了時間,終了時間,
場所名称,開催場所,
所在地_連結表記,住所,
対象者,対象者,
定員備考,定員,
料金(詳細),料金,
参加申込方法,申込方法,
申込URL,申込URL,
連絡先名称,お問合せ先,
連絡先電話番号,お問合せ先電話番号,
