original_name,display_name,label_flag
名称,名称,
名称_カナ,名称 (カナ),
住所,所在地,
営業時間,営業時間,
定休日,定休日
定休日備考,定休日備考,
その他備考,備考,
販売品1,主な取扱商品１,
販売品2,主な取扱商品２,
販売品3,主な取扱商品３,
電話番号,連絡先電話番号,
URL,URL,
