事故内容,事故内容区分,事故類型,事故類型区分,天候,天候区分,昼夜,昼夜区分,時間帯区分,曜日(発生年月日),曜日区分,死者数,発生日時　　分,発生日時　　年,発生日時　　日,発生日時　　時,発生日時　　月,発生日時（年月日）,発生日時（時間）,負傷者数,路線,路線コード,道路形状,道路形状区分,件数,経度,緯度
2,負傷,1,人対車両,1,晴,12,昼－昼,12-15時,4,水,0,53,2022,28,14,12,2022-12-28,14:53,1,一般の交通の用に供するその他の道路,9900,0,一般交通の場所,1,138.2754166,34.8098611
2,負傷,1,人対車両,1,晴,12,昼－昼,9-12時,4,水,0,26,2022,03,10,08,2022-08-03,10:26,1,一般都道府県道,2355,1,交差点－その他,1,138.3331111,34.8381388
2,負傷,1,人対車両,1,晴,12,昼－昼,6-9時,4,水,0,35,2022,12,08,01,2022-01-12,08:35,1,一般市町村道,3700,7,交差点付近－その他,1,138.3123888,34.8580277
2,負傷,1,人対車両,1,晴,12,昼－昼,12-15時,5,木,0,56,2022,18,14,08,2022-08-18,14:56,1,一般の交通の用に供するその他の道路,9900,0,一般交通の場所,1,138.3206111,34.8831111
2,負傷,1,人対車両,1,晴,12,昼－昼,9-12時,5,木,0,55,2022,24,09,03,2022-03-24,09:55,1,一般市町村道,3700,1,交差点－その他,1,138.2986111,34.8011388
2,負傷,1,人対車両,1,晴,12,昼－昼,12-15時,5,木,0,40,2022,24,14,11,2022-11-24,14:40,1,一般市町村道,3700,1,交差点－その他,1,138.3068611,34.8690277
2,負傷,1,人対車両,1,晴,12,昼－昼,12-15時,5,木,0,48,2022,24,14,11,2022-11-24,14:48,1,一般市町村道,3700,1,交差点－その他,1,138.2979166,34.8701666
2,負傷,1,人対車両,1,晴,12,昼－昼,6-9時,5,木,0,40,2022,11,08,08,2022-08-11,08:40,1,一般市町村道,3700,14,単路－その他,1,138.3213333,34.8616666
2,負傷,1,人対車両,1,晴,12,昼－昼,9-12時,6,金,0,03,2022,14,09,10,2022-10-14,09:03,1,一般の交通の用に供するその他の道路,9900,0,一般交通の場所,1,138.3137777,34.8627222
2,負傷,1,人対車両,1,晴,12,昼－昼,12-15時,6,金,0,30,2022,25,12,11,2022-11-25,12:30,1,一般の交通の用に供するその他の道路,9900,0,一般交通の場所,1,138.3179722,34.8560555
2,負傷,1,人対車両,1,晴,12,昼－昼,15-18時,6,金,0,13,2022,18,15,11,2022-11-18,15:13,1,一般の交通の用に供するその他の道路,9900,0,一般交通の場所,1,138.2883055,34.8531111
2,負傷,1,人対車両,1,晴,12,昼－昼,15-18時,6,金,0,40,2022,28,15,01,2022-01-28,15:40,1,一般市町村道,3700,1,交差点－その他,1,138.2921666,34.8588888
2,負傷,1,人対車両,1,晴,12,昼－昼,9-12時,6,金,0,24,2022,30,11,09,2022-09-30,11:24,1,一般市町村道,3700,1,交差点－その他,1,138.308,34.8616111
2,負傷,1,人対車両,1,晴,12,昼－昼,6-9時,6,金,0,34,2022,28,08,10,2022-10-28,08:34,1,一般市町村道,3700,1,交差点－その他,1,138.3080555,34.8854166
2,負傷,1,人対車両,1,晴,12,昼－昼,9-12時,6,金,0,01,2022,11,10,11,2022-11-11,10:01,1,一般都道府県道,2416,1,交差点－その他,1,138.3283888,34.8785555
2,負傷,1,人対車両,1,晴,12,昼－昼,12-15時,6,金,0,23,2022,07,12,01,2022-01-07,12:23,1,一般市町村道,3700,14,単路－その他,1,138.308,34.8445
2,負傷,1,人対車両,1,晴,12,昼－昼,12-15時,6,金,0,50,2022,04,13,02,2022-02-04,13:50,1,主要地方道－都道府県道,1031,14,単路－その他,1,138.3239444,34.8621388
2,負傷,1,人対車両,1,晴,12,昼－昼,9-12時,6,金,0,00,2022,02,09,12,2022-12-02,09:00,1,一般市町村道,3700,14,単路－その他,1,138.2869722,34.8533888
2,負傷,1,人対車両,1,晴,12,昼－昼,12-15時,6,金,0,07,2022,30,14,12,2022-12-30,14:07,1,一般市町村道,3700,14,単路－その他,1,138.3089444,34.8687222
2,負傷,1,人対車両,1,晴,12,昼－昼,9-12時,7,土,0,50,2022,26,09,11,2022-11-26,09:50,1,一般の交通の用に供するその他の道路,9900,0,一般交通の場所,1,138.2596666,34.82225
2,負傷,1,人対車両,1,晴,12,昼－昼,6-9時,7,土,0,58,2022,05,08,02,2022-02-05,08:58,1,一般市町村道,3700,1,交差点－その他,1,138.3081666,34.8614722
2,負傷,1,人対車両,1,晴,12,昼－昼,12-15時,7,土,0,34,2022,05,12,03,2022-03-05,12:34,1,一般市町村道,3700,14,単路－その他,1,138.3076666,34.8481111
2,負傷,1,人対車両,1,晴,12,昼－昼,15-18時,7,土,0,50,2022,28,15,05,2022-05-28,15:50,1,一般市町村道,3700,14,単路－その他,1,138.3301388,34.9043333
2,負傷,1,人対車両,1,晴,13,昼－暮,15-18時,4,水,0,25,2022,20,17,04,2022-04-20,17:25,1,一般市町村道,3700,1,交差点－その他,1,138.3020833,34.8529166
2,負傷,1,人対車両,1,晴,13,昼－暮,18-21時,4,水,0,02,2022,10,18,08,2022-08-10,18:02,1,一般市町村道,3700,1,交差点－その他,1,138.3025277,34.8369444
2,負傷,1,人対車両,1,晴,13,昼－暮,15-18時,7,土,0,45,2022,31,15,12,2022-12-31,15:45,1,一般市町村道,3700,1,交差点－その他,1,138.3125833,34.8388333
2,負傷,1,人対車両,1,晴,21,夜－暮,15-18時,4,水,0,05,2022,12,17,01,2022-01-12,17:05,1,一般都道府県道,2222,1,交差点－その他,1,138.30575,34.8635555
2,負傷,1,人対車両,1,晴,21,夜－暮,18-21時,4,水,0,07,2022,20,19,07,2022-07-20,19:07,1,一般市町村道,3700,7,交差点付近－その他,1,138.2840555,34.8232222
2,負傷,1,人対車両,1,晴,21,夜－暮,18-21時,7,土,0,34,2022,12,18,03,2022-03-12,18:34,1,一般都道府県道,2224,7,交差点付近－その他,1,138.2923888,34.8438055
2,負傷,1,人対車両,1,晴,21,夜－暮,15-18時,7,土,0,35,2022,08,17,10,2022-10-08,17:35,1,一般市町村道,3700,14,単路－その他,1,138.3191944,34.8703055
2,負傷,1,人対車両,1,晴,22,夜－夜,18-21時,1,日,0,07,2022,18,18,12,2022-12-18,18:07,1,一般の交通の用に供するその他の道路,9900,0,一般交通の場所,1,138.2989722,34.8751111
2,負傷,1,人対車両,1,晴,22,夜－夜,0-3時,1,日,0,58,2022,30,02,01,2022-01-30,02:58,1,一般都道府県道,2416,7,交差点付近－その他,1,138.3176666,34.8388611
2,負傷,1,人対車両,1,晴,22,夜－夜,21-24時,3,火,0,10,2022,04,21,01,2022-01-04,21:10,1,一般都道府県道,2222,1,交差点－その他,1,138.2870833,34.8619444
2,負傷,1,人対車両,1,晴,22,夜－夜,18-21時,3,火,0,25,2022,08,18,02,2022-02-08,18:25,1,一般市町村道,3700,1,交差点－その他,1,138.3239444,34.83775
2,負傷,1,人対車両,1,晴,22,夜－夜,18-21時,3,火,0,00,2022,20,18,12,2022-12-20,18:00,1,一般市町村道,3700,1,交差点－その他,1,138.3100555,34.8896666
2,負傷,1,人対車両,1,晴,22,夜－夜,18-21時,4,水,0,35,2022,27,19,04,2022-04-27,19:35,1,一般市町村道,3700,1,交差点－その他,1,138.2985833,34.8010833
2,負傷,1,人対車両,1,晴,22,夜－夜,0-3時,4,水,0,55,2022,21,00,12,2022-12-21,00:55,1,一般都道府県道,2416,1,交差点－その他,1,138.3071111,34.8348611
2,負傷,1,人対車両,1,晴,22,夜－夜,18-21時,5,木,0,07,2022,03,19,02,2022-02-03,19:07,1,一般市町村道,3700,1,交差点－その他,1,138.3241111,34.8368055
2,負傷,1,人対車両,1,晴,22,夜－夜,3-6時,5,木,0,06,2022,24,04,03,2022-03-24,04:06,1,一般国道（国道番号）,150,1,交差点－その他,1,138.3004444,34.8366111
2,負傷,1,人対車両,1,晴,22,夜－夜,21-24時,6,金,0,49,2022,05,22,08,2022-08-05,22:49,1,主要地方道－都道府県道,1031,1,交差点－その他,1,138.3181944,34.8305277
2,負傷,21,車両相互,1,晴,11,昼－明,6-9時,2,月,0,45,2022,17,07,01,2022-01-17,07:45,1,一般市町村道,3700,1,交差点－その他,1,138.3181666,34.8248888
2,負傷,21,車両相互,1,晴,11,昼－明,6-9時,2,月,0,05,2022,21,07,02,2022-02-21,07:05,1,一般市町村道,3700,1,交差点－その他,1,138.2922222,34.8708055
2,負傷,21,車両相互,1,晴,11,昼－明,6-9時,2,月,0,35,2022,26,06,09,2022-09-26,06:35,1,一般市町村道,3700,1,交差点－その他,1,138.31925,34.8282222
2,負傷,21,車両相互,1,晴,11,昼－明,6-9時,3,火,0,35,2022,22,06,02,2022-02-22,06:35,1,一般市町村道,3700,1,交差点－その他,1,138.2852777,34.8402777
2,負傷,21,車両相互,1,晴,11,昼－明,6-9時,3,火,0,29,2022,04,06,10,2022-10-04,06:29,1,一般市町村道,3700,1,交差点－その他,1,138.2899444,34.8099444
2,負傷,21,車両相互,1,晴,11,昼－明,6-9時,3,火,0,20,2022,20,07,12,2022-12-20,07:20,2,一般市町村道,3700,14,単路－その他,1,138.3041944,34.8434444
2,負傷,21,車両相互,1,晴,11,昼－明,3-6時,4,水,0,16,2022,18,05,05,2022-05-18,05:16,1,一般市町村道,3700,1,交差点－その他,1,138.3080555,34.8443333
2,負傷,21,車両相互,1,晴,11,昼－明,6-9時,4,水,0,50,2022,02,06,11,2022-11-02,06:50,1,一般市町村道,3700,1,交差点－その他,1,138.3077222,34.83475
2,負傷,21,車両相互,1,晴,11,昼－明,6-9時,4,水,0,56,2022,07,06,12,2022-12-07,06:56,1,一般国道（国道番号）,150,14,単路－その他,1,138.3275833,34.8890833
2,負傷,21,車両相互,1,晴,11,昼－明,6-9時,5,木,0,25,2022,24,07,11,2022-11-24,07:25,1,一般市町村道,3700,1,交差点－その他,1,138.2816944,34.7877222
2,負傷,21,車両相互,1,晴,11,昼－明,6-9時,6,金,0,26,2022,07,07,01,2022-01-07,07:26,1,一般市町村道,3700,14,単路－その他,1,138.3068611,34.88425
2,負傷,21,車両相互,1,晴,11,昼－明,6-9時,6,金,0,00,2022,04,07,02,2022-02-04,07:00,1,一般市町村道,3700,14,単路－その他,1,138.3120277,34.8589722
2,負傷,21,車両相互,1,晴,11,昼－明,6-9時,6,金,0,10,2022,16,07,12,2022-12-16,07:10,1,一般都道府県道,2227,14,単路－その他,1,138.2753611,34.8185
2,負傷,21,車両相互,1,晴,11,昼－明,6-9時,7,土,0,17,2022,05,07,02,2022-02-05,07:17,1,主要地方道－都道府県道,1081,1,交差点－その他,1,138.2958055,34.8852222
2,負傷,21,車両相互,1,晴,12,昼－昼,12-15時,1,日,0,18,2022,26,12,06,2022-06-26,12:18,1,一般の交通の用に供するその他の道路,9900,0,一般交通の場所,1,138.2898055,34.8499444
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,1,日,0,53,2022,31,11,07,2022-07-31,11:53,1,一般の交通の用に供するその他の道路,9900,0,一般交通の場所,1,138.2534722,34.8158055
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,1,日,0,53,2022,16,11,01,2022-01-16,11:53,1,一般市町村道,3700,1,交差点－その他,1,138.3137222,34.8620555
2,負傷,21,車両相互,1,晴,12,昼－昼,12-15時,1,日,0,10,2022,02,12,01,2022-01-02,12:10,1,一般市町村道,3700,1,交差点－その他,1,138.3068055,34.8696388
2,負傷,21,車両相互,1,晴,12,昼－昼,6-9時,1,日,0,38,2022,20,07,03,2022-03-20,07:38,1,一般市町村道,3700,1,交差点－その他,1,138.3213055,34.8413055
2,負傷,21,車両相互,1,晴,12,昼－昼,15-18時,1,日,0,35,2022,08,16,05,2022-05-08,16:35,1,一般市町村道,3700,1,交差点－その他,1,138.3196111,34.86675
2,負傷,21,車両相互,1,晴,12,昼－昼,15-18時,1,日,0,00,2022,10,16,07,2022-07-10,16:00,1,一般国道（国道番号）,150,1,交差点－その他,1,138.3339166,34.8954166
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,1,日,0,27,2022,17,11,07,2022-07-17,11:27,1,一般都道府県道,2224,1,交差点－その他,1,138.2883333,34.8575
2,負傷,21,車両相互,1,晴,12,昼－昼,15-18時,1,日,0,34,2022,24,16,07,2022-07-24,16:34,1,一般市町村道,3700,1,交差点－その他,1,138.2916666,34.8663888
2,負傷,21,車両相互,1,晴,12,昼－昼,12-15時,1,日,0,42,2022,14,13,08,2022-08-14,13:42,1,一般市町村道,3700,1,交差点－その他,1,138.299,34.8541111
2,負傷,21,車両相互,1,晴,12,昼－昼,6-9時,1,日,0,10,2022,25,08,09,2022-09-25,08:10,1,一般市町村道,3700,1,交差点－その他,1,138.3144444,34.8890555
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,1,日,0,48,2022,23,09,10,2022-10-23,09:48,1,主要地方道－都道府県道,1030,1,交差点－その他,1,138.3151388,34.8731944
2,負傷,21,車両相互,1,晴,12,昼－昼,6-9時,1,日,0,35,2022,16,08,10,2022-10-16,08:35,1,一般市町村道,3700,1,交差点－その他,1,138.3028611,34.8442222
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,1,日,0,06,2022,13,11,11,2022-11-13,11:06,1,主要地方道－都道府県道,1031,1,交差点－その他,1,138.3179444,34.8343055
2,負傷,21,車両相互,1,晴,12,昼－昼,12-15時,1,日,0,50,2022,06,12,11,2022-11-06,12:50,1,主要地方道－都道府県道,1031,1,交差点－その他,1,138.3223333,34.867
2,負傷,21,車両相互,1,晴,12,昼－昼,15-18時,1,日,0,30,2022,25,15,12,2022-12-25,15:30,1,一般市町村道,3700,1,交差点－その他,1,138.2915833,34.7861111
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,1,日,0,15,2022,25,11,12,2022-12-25,11:15,1,一般市町村道,3700,7,交差点付近－その他,1,138.3253611,34.8280833
2,負傷,21,車両相互,1,晴,12,昼－昼,12-15時,1,日,0,16,2022,09,12,01,2022-01-09,12:16,1,一般市町村道,3700,14,単路－その他,1,138.2651111,34.8063888
2,負傷,21,車両相互,1,晴,12,昼－昼,12-15時,1,日,0,02,2022,06,13,02,2022-02-06,13:02,1,一般市町村道,3700,14,単路－その他,1,138.2971388,34.8684722
2,負傷,21,車両相互,1,晴,12,昼－昼,12-15時,1,日,0,17,2022,24,13,07,2022-07-24,13:17,1,一般国道（国道番号）,150,14,単路－その他,1,138.3001388,34.8424722
2,負傷,21,車両相互,1,晴,12,昼－昼,12-15時,1,日,0,34,2022,17,14,07,2022-07-17,14:34,1,一般国道（国道番号）,150,14,単路－その他,1,138.2989444,34.8285277
2,負傷,21,車両相互,1,晴,12,昼－昼,15-18時,1,日,0,02,2022,24,15,07,2022-07-24,15:02,1,主要地方道－都道府県道,1081,14,単路－その他,1,138.3121666,34.8762777
2,負傷,21,車両相互,1,晴,12,昼－昼,12-15時,1,日,0,04,2022,31,14,07,2022-07-31,14:04,1,一般市町村道,3700,14,単路－その他,1,138.3117222,34.8455833
2,負傷,21,車両相互,1,晴,12,昼－昼,6-9時,1,日,0,53,2022,02,08,10,2022-10-02,08:53,1,一般市町村道,3700,14,単路－その他,1,138.3246944,34.8625555
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,1,日,0,57,2022,06,09,11,2022-11-06,09:57,1,一般市町村道,3700,14,単路－その他,1,138.30575,34.87675
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,1,日,0,30,2022,27,11,11,2022-11-27,11:30,1,一般市町村道,3700,14,単路－その他,1,138.3245,34.8581944
2,負傷,21,車両相互,1,晴,12,昼－昼,12-15時,1,日,0,58,2022,06,14,11,2022-11-06,14:58,1,一般市町村道,3700,14,単路－その他,1,138.3044722,34.8800555
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,1,日,0,55,2022,11,11,12,2022-12-11,11:55,1,一般都道府県道,2224,14,単路－その他,1,138.2888055,34.8527777
2,負傷,21,車両相互,1,晴,12,昼－昼,12-15時,1,日,0,17,2022,24,13,07,2022-07-24,13:17,2,一般市町村道,3700,1,交差点－その他,1,138.3124444,34.8438888
2,負傷,21,車両相互,1,晴,12,昼－昼,15-18時,1,日,0,57,2022,28,16,08,2022-08-28,16:57,2,一般市町村道,3700,1,交差点－その他,1,138.3258611,34.8731111
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,1,日,0,47,2022,12,09,06,2022-06-12,09:47,3,一般都道府県道,2222,1,交差点－その他,1,138.2828055,34.8611944
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,1,日,0,05,2022,27,11,03,2022-03-27,11:05,3,主要地方道－都道府県道,1081,14,単路－その他,1,138.3045,34.8811111
2,負傷,21,車両相互,1,晴,12,昼－昼,12-15時,1,日,0,55,2022,13,12,03,2022-03-13,12:55,4,一般都道府県道,2227,1,交差点－その他,1,138.2995,34.7946111
2,負傷,21,車両相互,1,晴,12,昼－昼,6-9時,2,月,0,42,2022,28,07,03,2022-03-28,07:42,1,一般の交通の用に供するその他の道路,9900,0,一般交通の場所,1,138.3189722,34.8169166
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,2,月,0,30,2022,26,11,12,2022-12-26,11:30,1,一般の交通の用に供するその他の道路,9900,0,一般交通の場所,1,138.2845277,34.8273333
2,負傷,21,車両相互,1,晴,12,昼－昼,15-18時,2,月,0,14,2022,17,15,01,2022-01-17,15:14,1,一般市町村道,3700,1,交差点－その他,1,138.30675,34.8676111
2,負傷,21,車両相互,1,晴,12,昼－昼,15-18時,2,月,0,05,2022,24,16,01,2022-01-24,16:05,1,一般市町村道,3700,1,交差点－その他,1,138.3080555,34.8452222
2,負傷,21,車両相互,1,晴,12,昼－昼,15-18時,2,月,0,40,2022,28,16,02,2022-02-28,16:40,1,一般国道（国道番号）,150,1,交差点－その他,1,138.3011944,34.8593888
2,負傷,21,車両相互,1,晴,12,昼－昼,15-18時,2,月,0,11,2022,21,15,02,2022-02-21,15:11,1,一般都道府県道,2222,1,交差点－その他,1,138.2826388,34.86125
2,負傷,21,車両相互,1,晴,12,昼－昼,6-9時,2,月,0,15,2022,18,08,04,2022-04-18,08:15,1,一般国道（国道番号）,150,1,交差点－その他,1,138.3111111,34.8109722
2,負傷,21,車両相互,1,晴,12,昼－昼,15-18時,2,月,0,25,2022,25,17,04,2022-04-25,17:25,1,一般都道府県道,2416,1,交差点－その他,1,138.3175555,34.8414444
2,負傷,21,車両相互,1,晴,12,昼－昼,6-9時,2,月,0,09,2022,30,06,05,2022-05-30,06:09,1,一般都道府県道,2222,1,交差点－その他,1,138.2869166,34.8621111
2,負傷,21,車両相互,1,晴,12,昼－昼,6-9時,2,月,0,36,2022,09,07,05,2022-05-09,07:36,1,一般市町村道,3700,1,交差点－その他,1,138.3031388,34.8306111
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,2,月,0,41,2022,09,10,05,2022-05-09,10:41,1,一般市町村道,3700,1,交差点－その他,1,138.3274722,34.8786388
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,2,月,0,02,2022,23,11,05,2022-05-23,11:02,1,一般市町村道,3700,1,交差点－その他,1,138.3278333,34.8428055
2,負傷,21,車両相互,1,晴,12,昼－昼,15-18時,2,月,0,27,2022,27,16,06,2022-06-27,16:27,1,一般市町村道,3700,1,交差点－その他,1,138.2686944,34.8110833
2,負傷,21,車両相互,1,晴,12,昼－昼,6-9時,2,月,0,03,2022,22,08,08,2022-08-22,08:03,1,一般国道（国道番号）,150,1,交差点－その他,1,138.2995555,34.8745
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,2,月,0,25,2022,01,11,08,2022-08-01,11:25,1,一般都道府県道,2227,1,交差点－その他,1,138.2836944,34.8110833
2,負傷,21,車両相互,1,晴,12,昼－昼,6-9時,2,月,0,15,2022,29,07,08,2022-08-29,07:15,1,一般市町村道,3700,1,交差点－その他,1,138.3003055,34.85425
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,2,月,0,20,2022,08,09,08,2022-08-08,09:20,1,一般市町村道,3700,1,交差点－その他,1,138.3014722,34.8788333
2,負傷,21,車両相互,1,晴,12,昼－昼,12-15時,2,月,0,16,2022,08,14,08,2022-08-08,14:16,1,一般市町村道,3700,1,交差点－その他,1,138.3126666,34.8535555
2,負傷,21,車両相互,1,晴,12,昼－昼,6-9時,2,月,0,45,2022,05,07,09,2022-09-05,07:45,1,一般市町村道,3700,1,交差点－その他,1,138.3231388,34.8305833
2,負傷,21,車両相互,1,晴,12,昼－昼,6-9時,2,月,0,10,2022,12,07,09,2022-09-12,07:10,1,一般市町村道,3700,1,交差点－その他,1,138.2857777,34.8577222
2,負傷,21,車両相互,1,晴,12,昼－昼,12-15時,2,月,0,37,2022,10,14,10,2022-10-10,14:37,1,一般市町村道,3700,1,交差点－その他,1,138.3238611,34.8424444
2,負傷,21,車両相互,1,晴,12,昼－昼,6-9時,2,月,0,29,2022,26,08,12,2022-12-26,08:29,1,一般都道府県道,2416,1,交差点－その他,1,138.3127777,34.8373333
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,2,月,0,00,2022,05,09,12,2022-12-05,09:00,1,一般市町村道,3700,1,交差点－その他,1,138.3043055,34.8423333
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,2,月,0,30,2022,19,10,12,2022-12-19,10:30,1,一般市町村道,3700,1,交差点－その他,1,138.3021111,34.8529166
2,負傷,21,車両相互,1,晴,12,昼－昼,12-15時,2,月,0,31,2022,17,12,01,2022-01-17,12:31,1,主要地方道－都道府県道,1081,7,交差点付近－その他,1,138.2988055,34.8834722
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,2,月,0,30,2022,25,10,04,2022-04-25,10:30,1,一般市町村道,3700,7,交差点付近－その他,1,138.2704722,34.8131388
2,負傷,21,車両相互,1,晴,12,昼－昼,12-15時,2,月,0,03,2022,12,13,09,2022-09-12,13:03,1,一般都道府県道,2222,7,交差点付近－その他,1,138.3161666,34.8636666
2,負傷,21,車両相互,1,晴,12,昼－昼,6-9時,2,月,0,26,2022,17,08,01,2022-01-17,08:26,1,一般国道（国道番号）,150,14,単路－その他,1,138.3353055,34.8972777
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,2,月,0,55,2022,17,11,01,2022-01-17,11:55,1,一般市町村道,3700,14,単路－その他,1,138.3051944,34.8423888
2,負傷,21,車両相互,1,晴,12,昼－昼,6-9時,2,月,0,40,2022,28,06,03,2022-03-28,06:40,1,一般国道（国道番号）,150,14,単路－その他,1,138.3001666,34.8424444
2,負傷,21,車両相互,1,晴,12,昼－昼,15-18時,2,月,0,44,2022,02,16,05,2022-05-02,16:44,1,一般市町村道,3700,14,単路－その他,1,138.3070555,34.8643611
2,負傷,21,車両相互,1,晴,12,昼－昼,12-15時,2,月,0,50,2022,20,13,06,2022-06-20,13:50,1,一般市町村道,3700,14,単路－その他,1,138.3027222,34.8783888
2,負傷,21,車両相互,1,晴,12,昼－昼,15-18時,2,月,0,55,2022,13,17,06,2022-06-13,17:55,1,一般市町村道,3700,14,単路－その他,1,138.2990555,34.7941388
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,2,月,0,13,2022,01,11,08,2022-08-01,11:13,1,一般国道（国道番号）,150,14,単路－その他,1,138.301,34.82925
2,負傷,21,車両相互,1,晴,12,昼－昼,6-9時,2,月,0,31,2022,07,07,11,2022-11-07,07:31,1,一般国道（国道番号）,150,14,単路－その他,1,138.2653888,34.8040555
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,2,月,0,02,2022,07,10,11,2022-11-07,10:02,1,一般都道府県道,2416,14,単路－その他,1,138.3273888,34.8776111
2,負傷,21,車両相互,1,晴,12,昼－昼,6-9時,2,月,0,19,2022,10,08,01,2022-01-10,08:19,2,一般国道（国道番号）,150,1,交差点－その他,1,138.3005,34.8562222
2,負傷,21,車両相互,1,晴,12,昼－昼,12-15時,2,月,0,14,2022,03,12,01,2022-01-03,12:14,2,一般市町村道,3700,1,交差点－その他,1,138.3085833,34.8527777
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,2,月,0,39,2022,11,11,04,2022-04-11,11:39,2,一般市町村道,3700,1,交差点－その他,1,138.2823611,34.8551388
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,2,月,0,21,2022,03,10,10,2022-10-03,10:21,2,一般国道（国道番号）,150,1,交差点－その他,1,138.3011666,34.8594722
2,負傷,21,車両相互,1,晴,12,昼－昼,9-12時,2,月,0,45,2022,25,09,04,2022-04-25,09:45,2,一般国道（国道番号）,150,14,単路－その他,1,138.3008611,34.8578888
2,負傷,21,車両相互,1,晴,12,昼－昼,12-15時,2,月,0,35,2022,02,12,05,2022-05-02,12:35,2,一般国道（国道番号）,150,14,単路－その他,1,138.3000833,34.8293333
2,負傷,21,車両相互,1,晴,12,昼－昼,12-15時,2,月,0,10,2022,13,14,06,2022-06-13,14:10,2,一般国道（国道番号）,150,14,単路－その他,1,138.2998333,34.8471388
2,負傷,21,車両相互,1,晴,12,昼－昼,15-18時,2,月,0,09,2022,27,17,06,2022-06-27,17:09,2,一般都道府県道,2224,14,単路－その他,1,138.2951388,34.8396944
2,負傷,21,車両相互,1,晴,12,昼－昼,15-18時,2,月,0,45,2022,13,15,06,2022-06-13,15:45,2,一般市町村道,3700,14,単路－その他,1,138.2816388,34.8062222
2,負傷,21,車両相互,1,晴,12,昼－昼,15-18時,2,月,0,53,2022,08,16,08,2022-08-08,16:53,2,一般国道（国道番号）,150,14,単路－その他,1,138.3345,34.8960277
