original_name,display_name,label_flag
名称,名称,
名称_カナ,名称_カナ,
住所,住所,
電話番号,電話番号,
利用可能曜日,利用可能曜日,
開始時間,開始時間,
終了時間,終了時間,
説明,説明,
URL,URL,
備考,備考,
